,ensembl_id,gene_symbol,disease_id,disease_label,score,datasource_id,confidence,variant_so_id,is_approved,SO_label,study_id,variant_rsid,functional_consq,last_clinvar_update,panel_version,panel_version_date,clinical_significances,allelic_requirements,chembl_id,moa,tractability_type,id,is_appoved,LoF_other,is_inhibitor
26,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.95,eva,"criteria provided, multiple submitters, no conflicts",SO_0001583,,missense_variant,26,rs367543286,protein gain of function,2021-05-10,None,None,None,None,None,None,,ff8053daf2f9b7e108d320cbc593c6f9865a3251,False,False,False
27,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.92,eva,"criteria provided, single submitter",SO_0001583,,missense_variant,27,rs367543286,protein gain of function,2021-05-10,None,None,None,None,None,None,,250a61dd5631aa3634a8fe909cb0885c4457a408,False,False,False
28,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.92,eva,"criteria provided, single submitter",SO_0001583,,missense_variant,28,rs864309711,protein gain of function,2020-04-17,None,None,None,None,None,None,,b27d7fd9d335791bff7275ef08c5d770e49bda3e,False,False,False
29,ENSG00000182578,CSF1R,Orphanet_313808,Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia,0.9,eva,no assertion criteria provided,SO_0001583,,missense_variant,29,rs1561904557,Increased function,2020-12-22,None,None,None,None,None,None,,a72e27860942715043580beed925835bdde8272f,False,False,False
30,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.9,eva,no assertion criteria provided,SO_0001822,,inframe_deletion,30,rs1060499543,protein gain of function,2020-02-12,None,None,None,None,None,None,,13b8e4a3d87408a4c34d8d602b6af703c348b877,False,False,False
31,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.92,eva,"criteria provided, single submitter",SO_0001583,,missense_variant,31,rs1060499540,protein gain of function,2020-02-12,None,None,None,None,None,None,,448e5032bd80a51eba17711f4e1d062028abf796,False,False,False
32,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.9,eva,no assertion criteria provided,SO_0001583,,missense_variant,32,rs1060499542,protein gain of function,2021-04-12,None,None,None,None,None,None,,c0df0c3e0c7b59153018bf42f63c72f2cc02b268,False,False,False
33,ENSG00000135902,CHRND,Orphanet_590,Congenital myasthenic syndromes,0.92,eva,"criteria provided, single submitter",SO_0001583,,missense_variant,33,rs1574633904,protein gain of function,2021-01-25,None,None,None,None,None,None,,02adf50317ff372cf2c1c974caf1fae5ed18feda,False,False,False
34,ENSG00000244734,HBB,MONDO_0054801,"erythrocytosis, familial, 6",0.92,eva,"criteria provided, single submitter",SO_0001583,,missense_variant,34,,Increased function,2021-03-07,None,None,None,None,None,None,,c487184be9e6ff85e341ba5573fe2c919ab15493,False,False,False
35,ENSG00000165025,SYK,Orphanet_179006,Primary immunodeficiency due to a defect in adaptive immunity,0.72,eva,"criteria provided, single submitter",SO_0001583,,missense_variant,35,,protein gain of function,2021-04-12,None,None,None,None,None,None,,fe5c2fc15f6ac9a6242ff2a2404d514a2b2d7fc4,False,False,False
36,ENSG00000068024,HDAC4,EFO_0000508,genetic disorder,0.72,eva,"criteria provided, single submitter",SO_0001583,,missense_variant,36,rs1064797002,gain_of_function_variant,2021-02-27,None,None,None,None,None,None,,e062d1ee38d05c6aa1a44d3f97a2574a54a486ea,False,False,False
37,ENSG00000114859,CLCN2,Orphanet_404,Familial hyperaldosteronism type II,0.9,eva,no assertion criteria provided,SO_0001587,,stop_gained,37,rs1553856214,protein gain of function,2020-08-06,None,None,None,None,None,None,,342950e6c2f4c6189f721e3cc6361af75561d0f5,False,False,False
38,ENSG00000149260,CAPN5,Orphanet_329211,Autosomal dominant neovascular inflammatory vitreoretinopathy,0.92,eva,"criteria provided, single submitter",SO_0001583,,missense_variant,38,rs886041303,protein gain of function,2021-05-10,None,None,None,None,None,None,,11a39277ed725da10c2d88bd897bc4bc010091fe,False,False,False
39,ENSG00000164093,PITX2,Orphanet_334,Familial atrial fibrillation,0.7,eva,no assertion criteria provided,SO_0001583,,missense_variant,39,rs138163892,protein gain of function,2021-04-18,None,None,None,None,None,None,,6d77e749dec2d1adefe561d5a7208ce1dcaae6d1,False,False,False
40,ENSG00000077782,FGFR1,Orphanet_478,Kallmann syndrome,0.9,eva,no assertion criteria provided,SO_0001583,,missense_variant,40,rs515726224,protein gain of function,2021-04-12,None,None,None,None,None,None,,c2050a7e35323d74defcfd812ae41511403c90f3,False,False,False
41,ENSG00000077782,FGFR1,MONDO_0007844,hypogonadotropic hypogonadism 2 with or without anosmia,0.9,eva,no assertion criteria provided,SO_0001583,,missense_variant,41,rs515726224,protein gain of function,2021-04-12,None,None,None,None,None,None,,43cd61b3fe09d8408e50061ceb21b31080bc3d3f,False,True,False
42,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.9,eva,no assertion criteria provided,SO_0001821,,inframe_insertion,42,rs1060499541,protein gain of function,2020-02-12,None,None,None,None,None,None,,86008b6026834ebcfe24baf3a52d187008e27190,False,False,False
43,ENSG00000036828,CASR,Orphanet_428,Autosomal dominant hypocalcemia,0.9,eva,no assertion criteria provided,SO_0001583,,missense_variant,43,,Increased function,2020-09-18,None,None,None,None,None,None,,54f338c0ae72a9c85212cc2a6d2f02f3f5057322,False,False,False
44,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.92,eva,"criteria provided, single submitter",SO_0001822,,inframe_deletion,44,,protein gain of function,2020-08-01,None,None,None,None,None,None,,46a91ba43d12b8d541d0d4a0bab57dda30b31459,False,False,False
45,ENSG00000068024,HDAC4,HP_0010864,"Intellectual disability, severe",0.92,eva,"criteria provided, single submitter",SO_0001583,,missense_variant,45,,gain_of_function_variant,2021-04-01,None,None,None,None,None,None,,6ea52d556392a34476aed39f7791114e4e06dac9,False,False,False
46,ENSG00000077782,FGFR1,Orphanet_2117,Hartsfield-Bixler-Demyer syndrome,0.92,eva,"criteria provided, single submitter",SO_0001583,,missense_variant,46,rs1554548253,protein gain of function,2020-08-20,None,None,None,None,None,None,,fe13e563d55fff3a88f81e6ce9d1fe4ee32c96c2,False,False,False
47,ENSG00000165025,SYK,Orphanet_179006,Primary immunodeficiency due to a defect in adaptive immunity,0.72,eva,"criteria provided, single submitter",SO_0001583,,missense_variant,47,,protein gain of function,2021-04-12,None,None,None,None,None,None,,cd7a0a65c946bdc1d69b7c146bb2ab6dec438813,False,False,False
48,ENSG00000114859,CLCN2,Orphanet_404,Familial hyperaldosteronism type II,0.9,eva,no assertion criteria provided,SO_0001583,,missense_variant,48,rs1553857113,protein gain of function,2021-05-10,None,None,None,None,None,None,,f6fc67c8b223b2466f5fa47046a541ec4ba260b3,False,False,False
49,ENSG00000162733,DDR2,EFO_0010166,Warburg-Cinotti syndrome,0.9,eva,no assertion criteria provided,SO_0001583,,missense_variant,49,rs1558079436,protein gain of function,2021-01-16,None,None,None,None,None,None,,03962f656765ac6727a04da12298770f0b7324ac,False,False,False
50,ENSG00000077782,FGFR1,Orphanet_2117,Hartsfield-Bixler-Demyer syndrome,0.92,eva,"criteria provided, single submitter",SO_0001583,,missense_variant,50,rs515726224,protein gain of function,2021-04-12,None,None,None,None,None,None,,f832a3a47fb25408978b03901278de6acd12156e,False,False,False
51,ENSG00000145996,CDKAL1,EFO_0001073,obesity,0.5,eva,no assertion criteria provided,SO_0001627,,intron_variant,51,rs7754840,Increased function,2021-04-12,None,None,None,None,None,None,,254ad022f3e2df55263cc442ebc597bd0db6514b,False,False,False
52,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.92,eva,"criteria provided, single submitter",SO_0001583,,missense_variant,52,rs864309711,protein gain of function,2020-02-12,None,None,None,None,None,None,,30567273bf8bf5ff266da8220af7c9de44446941,False,False,False
53,ENSG00000114859,CLCN2,Orphanet_404,Familial hyperaldosteronism type II,0.9,eva,no assertion criteria provided,SO_0001583,,missense_variant,53,rs1293789661,protein gain of function,2021-05-10,None,None,None,None,None,None,,42cc7d55cbb9272a58fbbba814621a9a211d3a2f,False,False,False
54,ENSG00000198793,MTOR,Orphanet_99802,Hemimegalencephaly,0.9,eva_somatic,no assertion criteria provided,SO_0001583,,missense_variant,0,rs1057519914,protein gain of function,2021-04-12,None,None,None,Somatic mutation,None,None,,66c8cb70c9c2bcec85486d2cb398368dd43c5dd0,False,False,False
55,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.92,eva_somatic,"criteria provided, single submitter",SO_0001583,,missense_variant,1,,protein gain of function,2020-08-01,None,None,None,,None,None,,52242524d3e3873a21b027d0ecd073fbf6142d02,False,False,False
56,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.92,eva_somatic,"criteria provided, single submitter",SO_0001583,,missense_variant,2,,protein gain of function,2020-08-01,None,None,None,,None,None,,1b30d633b9618a9b684e319871b554a0136524e9,False,False,False
57,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.92,eva_somatic,"criteria provided, single submitter",SO_0001583,,missense_variant,3,,protein gain of function,2020-08-01,None,None,None,,None,None,,aa8db571483f07659a76d79dd005657cb1248f26,False,False,False
58,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.92,eva_somatic,"criteria provided, single submitter",SO_0001821,,inframe_insertion,4,,protein gain of function,2020-08-01,None,None,None,,None,None,,c1c88636c1d51f6b5bff34b9fe94fdec8e0ccd1a,False,False,False
59,ENSG00000198793,MTOR,EFO_0003869,breast neoplasm,0.7,eva_somatic,no assertion criteria provided,SO_0001583,,missense_variant,5,rs1057519914,protein gain of function,2021-04-12,None,None,None,Somatic mutation,CHEMBL2103839,INHIBITOR,,32177dbcda1422d796bf26d16746a632950a6a93,False,False,True
60,ENSG00000198793,MTOR,EFO_0003869,breast neoplasm,0.7,eva_somatic,no assertion criteria provided,SO_0001583,,missense_variant,6,rs1057519914,protein gain of function,2021-04-12,None,None,None,Somatic mutation,CHEMBL1234354,INHIBITOR,,32177dbcda1422d796bf26d16746a632950a6a93,False,False,True
61,ENSG00000198793,MTOR,EFO_0003869,breast neoplasm,0.7,eva_somatic,no assertion criteria provided,SO_0001583,,missense_variant,7,rs1057519914,protein gain of function,2021-04-12,None,None,None,Somatic mutation,CHEMBL4297181,INHIBITOR,,32177dbcda1422d796bf26d16746a632950a6a93,False,False,True
62,ENSG00000198793,MTOR,EFO_0003869,breast neoplasm,0.7,eva_somatic,no assertion criteria provided,SO_0001583,,missense_variant,8,rs1057519914,protein gain of function,2021-04-12,None,None,None,Somatic mutation,CHEMBL3545097,INHIBITOR,,32177dbcda1422d796bf26d16746a632950a6a93,False,False,True
63,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.92,eva_somatic,"criteria provided, single submitter",SO_0001583,,missense_variant,9,rs367543286,protein gain of function,2021-05-10,None,None,None,Sporadic,None,None,,8207f007f22f6598d988d2c43e5434c070dff2c4,False,False,False
64,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.92,eva_somatic,"criteria provided, single submitter",SO_0001583,,missense_variant,10,rs864309711,protein gain of function,2020-04-17,None,None,None,Somatic mutation,None,None,,c292d992c347d35b4b733dec64b7554de55c2570,False,False,False
65,ENSG00000121879,PIK3CA,Orphanet_140944,CLOVE syndrome,0.7,eva_somatic,no assertion criteria provided,SO_0001583,,missense_variant,11,rs397517199,gain_of_function_variant,2020-10-19,None,None,None,Somatic mutation,None,None,,b7c70fe1cc6a2c1d122be3878a7adf747ea647c3,False,False,False
66,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.92,eva_somatic,"criteria provided, single submitter",SO_0001583,,missense_variant,12,rs1060499540,protein gain of function,2020-02-12,None,None,None,Somatic mutation,None,None,,8c64fd2d63f3385ea6b510e2df1e978d440a99b8,False,False,False
67,ENSG00000198793,MTOR,EFO_0000519,glioblastoma multiforme,0.7,eva_somatic,no assertion criteria provided,SO_0001583,,missense_variant,13,rs1057519914,protein gain of function,2021-04-12,None,None,None,Somatic mutation,CHEMBL3545366,INHIBITOR,,597f3bdeb5a072926e1bdba483aa9165962886e8,False,False,True
68,ENSG00000198793,MTOR,EFO_0000519,glioblastoma multiforme,0.7,eva_somatic,no assertion criteria provided,SO_0001583,,missense_variant,14,rs1057519914,protein gain of function,2021-04-12,None,None,None,Somatic mutation,CHEMBL1801204,INHIBITOR,,597f3bdeb5a072926e1bdba483aa9165962886e8,False,False,True
69,ENSG00000198793,MTOR,EFO_0000519,glioblastoma multiforme,0.7,eva_somatic,no assertion criteria provided,SO_0001583,,missense_variant,15,rs1057519914,protein gain of function,2021-04-12,None,None,None,Somatic mutation,CHEMBL3545097,INHIBITOR,,597f3bdeb5a072926e1bdba483aa9165962886e8,False,False,True
70,ENSG00000198793,MTOR,EFO_0000519,glioblastoma multiforme,0.7,eva_somatic,no assertion criteria provided,SO_0001583,,missense_variant,16,rs1057519914,protein gain of function,2021-04-12,None,None,None,Somatic mutation,CHEMBL3586404,INHIBITOR,,597f3bdeb5a072926e1bdba483aa9165962886e8,False,False,True
71,ENSG00000198793,MTOR,EFO_0000519,glioblastoma multiforme,0.7,eva_somatic,no assertion criteria provided,SO_0001583,,missense_variant,17,rs1057519914,protein gain of function,2021-04-12,None,None,None,Somatic mutation,CHEMBL3545426,INHIBITOR,,597f3bdeb5a072926e1bdba483aa9165962886e8,False,False,True
72,ENSG00000198793,MTOR,EFO_0000519,glioblastoma multiforme,0.7,eva_somatic,no assertion criteria provided,SO_0001583,,missense_variant,18,rs1057519914,protein gain of function,2021-04-12,None,None,None,Somatic mutation,CHEMBL2336325,INHIBITOR,,597f3bdeb5a072926e1bdba483aa9165962886e8,False,False,True
73,ENSG00000198793,MTOR,EFO_0000640,papillary renal cell carcinoma,0.7,eva_somatic,no assertion criteria provided,SO_0001583,,missense_variant,19,rs1057519914,protein gain of function,2021-04-12,None,None,None,Somatic mutation,None,None,,d4052940f940178c17b62c78aa66ae0747002d31,False,False,False
74,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.9,eva_somatic,no assertion criteria provided,SO_0001822,,inframe_deletion,20,rs1060499543,protein gain of function,2020-02-12,None,None,None,Somatic mutation,None,None,,e9a3cc57ee9a2f5c355ad7dddb65bc48ba765ab7,False,False,False
75,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.92,eva_somatic,"criteria provided, single submitter",SO_0001583,,missense_variant,21,rs864309711,protein gain of function,2020-02-12,None,None,None,Somatic mutation,None,None,,4d28ffda94795033c4e29a22f4d8d85c04070fea,False,False,False
76,ENSG00000157764,BRAF,EFO_0004142,colorectal neoplasm,0.92,eva_somatic,"criteria provided, single submitter",SO_0001821,,inframe_insertion,22,rs727502902,protein gain of function,2021-04-12,None,None,None,,CHEMBL3545195,INHIBITOR,,78b4ff1a5b65f3b8804d046f350536ba384975f4,False,False,True
77,ENSG00000157764,BRAF,EFO_0004142,colorectal neoplasm,0.92,eva_somatic,"criteria provided, single submitter",SO_0001821,,inframe_insertion,23,rs727502902,protein gain of function,2021-04-12,None,None,None,,CHEMBL1336,INHIBITOR,,78b4ff1a5b65f3b8804d046f350536ba384975f4,True,False,True
78,ENSG00000157764,BRAF,EFO_0004142,colorectal neoplasm,0.92,eva_somatic,"criteria provided, single submitter",SO_0001821,,inframe_insertion,24,rs727502902,protein gain of function,2021-04-12,None,None,None,,CHEMBL1946170,INHIBITOR,,78b4ff1a5b65f3b8804d046f350536ba384975f4,True,False,True
79,ENSG00000157764,BRAF,EFO_0003060,non-small cell lung carcinoma,0.92,eva_somatic,"criteria provided, single submitter",SO_0001821,,inframe_insertion,25,rs727502902,protein gain of function,2021-04-12,None,None,None,,CHEMBL1200485,INHIBITOR,,e3b961fd2b60c3e621b7b9cec7b1fbc5254544dc,True,False,True
80,ENSG00000157764,BRAF,EFO_0003060,non-small cell lung carcinoma,0.92,eva_somatic,"criteria provided, single submitter",SO_0001821,,inframe_insertion,26,rs727502902,protein gain of function,2021-04-12,None,None,None,,CHEMBL3301612,INHIBITOR,,e3b961fd2b60c3e621b7b9cec7b1fbc5254544dc,True,False,True
81,ENSG00000157764,BRAF,EFO_0003060,non-small cell lung carcinoma,0.92,eva_somatic,"criteria provided, single submitter",SO_0001821,,inframe_insertion,27,rs727502902,protein gain of function,2021-04-12,None,None,None,,CHEMBL3545027,INHIBITOR,,e3b961fd2b60c3e621b7b9cec7b1fbc5254544dc,False,False,True
82,ENSG00000157764,BRAF,EFO_0003060,non-small cell lung carcinoma,0.92,eva_somatic,"criteria provided, single submitter",SO_0001821,,inframe_insertion,28,rs727502902,protein gain of function,2021-04-12,None,None,None,,CHEMBL1229517,INHIBITOR,,e3b961fd2b60c3e621b7b9cec7b1fbc5254544dc,True,False,True
83,ENSG00000157764,BRAF,EFO_0003060,non-small cell lung carcinoma,0.92,eva_somatic,"criteria provided, single submitter",SO_0001821,,inframe_insertion,29,rs727502902,protein gain of function,2021-04-12,None,None,None,,CHEMBL3545195,INHIBITOR,,e3b961fd2b60c3e621b7b9cec7b1fbc5254544dc,False,False,True
84,ENSG00000157764,BRAF,EFO_0003060,non-small cell lung carcinoma,0.92,eva_somatic,"criteria provided, single submitter",SO_0001821,,inframe_insertion,30,rs727502902,protein gain of function,2021-04-12,None,None,None,,CHEMBL2028663,INHIBITOR,,e3b961fd2b60c3e621b7b9cec7b1fbc5254544dc,True,False,True
85,ENSG00000157764,BRAF,EFO_0003060,non-small cell lung carcinoma,0.92,eva_somatic,"criteria provided, single submitter",SO_0001821,,inframe_insertion,31,rs727502902,protein gain of function,2021-04-12,None,None,None,,CHEMBL1336,INHIBITOR,,e3b961fd2b60c3e621b7b9cec7b1fbc5254544dc,True,False,True
86,ENSG00000157764,BRAF,EFO_0003060,non-small cell lung carcinoma,0.92,eva_somatic,"criteria provided, single submitter",SO_0001821,,inframe_insertion,32,rs727502902,protein gain of function,2021-04-12,None,None,None,,CHEMBL3545005,INHIBITOR,,e3b961fd2b60c3e621b7b9cec7b1fbc5254544dc,False,False,True
87,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.9,eva_somatic,no assertion criteria provided,SO_0001583,,missense_variant,33,rs1060499542,protein gain of function,2021-04-12,None,None,None,Somatic mutation,None,None,,0608690f60195340aee31c6e0a1a70bbe45a5129,False,False,False
88,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.92,eva_somatic,"criteria provided, single submitter",SO_0002162,,short_tandem_repeat_expansion,34,,protein gain of function,2020-08-01,None,None,None,,None,None,,bc4c38f71df4407318353343a332927faefa0e94,False,False,False
89,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.72,eva_somatic,"criteria provided, single submitter",SO_0001583,,missense_variant,35,rs864309711,protein gain of function,2020-04-17,None,None,None,Somatic mutation,None,None,,54a3d2ff092365b2cd0299616c82e39e965dca5c,False,False,False
90,ENSG00000113721,PDGFRB,Orphanet_2591,Infantile myofibromatosis,0.9,eva_somatic,no assertion criteria provided,SO_0001821,,inframe_insertion,36,rs1060499541,protein gain of function,2020-02-12,None,None,None,Somatic mutation,None,None,,4a8cde84e3a702f6a0be6df41c13ebc2e2239e6c,False,False,False
91,ENSG00000103051,COG4,Orphanet_85172,"Microcephalic osteodysplastic dysplasia, Saul-Wilson type",0.5,gene2phenotype,probable,SO_0002053,,gain_of_function_variant,DD,None,None,None,None,None,None,monoallelic,None,None,,752457e8beeb7b1385a68c945aeb6a910a20318b,False,False,False
92,ENSG00000121879,PIK3CA,Orphanet_140944,CLOVE syndrome,1.0,gene2phenotype,confirmed,SO_0002053,,gain_of_function_variant,DD,None,None,None,None,None,None,mosaic,None,None,,07e378666134b5ccd1d45ab88b868e9fc6316583,False,False,False
